,formula,structure,spacegroup,formation_energy_ev_natom,bandgap_energy_ev
774,TiSnO3,"Full Formula (Ti2 Sn2 O6)
Reduced Formula: TiSnO3
abc   :   7.426353   7.426354   7.426354
angles:  40.508451  40.508456  40.508451
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.334727  0.334727  0.334727
  1  Ti    0.665273  0.665273  0.665273
  2  Sn    0.108095  0.108095  0.108095
  3  Sn    0.891905  0.891905  0.891905
  4  O     0.05321   0.694311  0.410959
  5  O     0.410959  0.05321   0.694311
  6  O     0.305689  0.589041  0.94679
  7  O     0.694311  0.410959  0.05321
  8  O     0.589041  0.94679   0.305689
  9  O     0.94679   0.305689  0.589041",148,-2.7707574370833337,1.1151
775,Ti2Sn3O10,"Full Formula (Ti4 Sn6 O20)
Reduced Formula: Ti2Sn3O10
abc   :   4.760394   4.760394  15.722667
angles:  90.000000  90.000000  90.088140
Sites (30)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0         0         0.00406
  1  Ti    0         0         0.402992
  2  Ti    0         0         0.59651
  3  Ti    0.5       0.5       0.096873
  4  Sn    0         0         0.198737
  5  Sn    0         0         0.800039
  6  Sn    0.5       0.5       0.698044
  7  Sn    0.5       0.5       0.499217
  8  Sn    0.5       0.5       0.299496
  9  Sn    0.5       0.5       0.904394
 10  O     0.185657  0.814343  0.499596
 11  O     0.198345  0.801655  0.094619
 12  O     0.190061  0.809939  0.304338
 13  O     0.190049  0.809951  0.694222
 14  O     0.190052  0.809948  0.905943
 15  O     0.3013    0.3013    0.006779
 16  O     0.309609  0.309609  0.194767
 17  O     0.306091  0.306091  0.800919
 18  O     0.296812  0.296812  0.400567
 19  O     0.296765  0.296765  0.598069
 20  O     0.6987    0.6987    0.006779
 21  O     0.690391  0.690391  0.194767
 22  O     0.703188  0.703188  0.400567
 23  O     0.703235  0.703235  0.598069
 24  O     0.693909  0.693909  0.800919
 25  O     0.814343  0.185657  0.499596
 26  O     0.801655  0.198345  0.094619
 27  O     0.809939  0.190061  0.304338
 28  O     0.809951  0.190049  0.694222
 29  O     0.809948  0.190052  0.905943",35,-2.641500279722222,1.7265999999999995
776,TiSnO3,"Full Formula (Ti1 Sn1 O3)
Reduced Formula: TiSnO3
abc   :   3.950731   3.950731   3.950731
angles:  90.000000  90.000000  90.000000
Sites (5)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Ti    0.5  0.5  0.5
  1  Sn    0    0    0
  2  O     0    0.5  0.5
  3  O     0.5  0.5  0
  4  O     0.5  0    0.5",221,-2.613058279083334,1.0478999999999994
777,Ti7Sn3O20,"Full Formula (Ti7 Sn3 O20)
Reduced Formula: Ti7Sn3O20
abc   :   4.707432   4.707432  15.285020
angles:  90.000000  90.000000  89.994768
Sites (30)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0         0         0.401662
  1  Ti    0         0         0.998338
  2  Ti    0         0         0.603055
  3  Ti    0         0         0.796945
  4  Ti    0.5       0.5       0.7
  5  Ti    0.5       0.5       0.100629
  6  Ti    0.5       0.5       0.299371
  7  Sn    0         0         0.2
  8  Sn    0.5       0.5       0.499673
  9  Sn    0.5       0.5       0.900327
 10  O     0.20026   0.79974   0.095224
 11  O     0.186897  0.813103  0.501439
 12  O     0.20026   0.79974   0.304776
 13  O     0.193541  0.806459  0.7
 14  O     0.186897  0.813103  0.898561
 15  O     0.299335  0.299335  0.004346
 16  O     0.31313   0.31313   0.2
 17  O     0.300652  0.300652  0.79465
 18  O     0.299335  0.299335  0.395654
 19  O     0.300652  0.300652  0.60535
 20  O     0.700665  0.700665  0.004346
 21  O     0.68687   0.68687   0.2
 22  O     0.700665  0.700665  0.395654
 23  O     0.699348  0.699348  0.60535
 24  O     0.699348  0.699348  0.79465
 25  O     0.79974   0.20026   0.095224
 26  O     0.813103  0.186897  0.501439
 27  O     0.806459  0.193541  0.7
 28  O     0.79974   0.20026   0.304776
 29  O     0.813103  0.186897  0.898561",65,-3.0471217352222215,1.5248999999999997
778,TiSnO4,"Full Formula (Ti1 Sn1 O4)
Reduced Formula: TiSnO4
abc   :   5.862465   5.862465   5.862464
angles: 141.209385 141.209391  56.021534
Sites (6)
  #  SP           a         b    c
---  ----  --------  --------  ---
  0  Ti    0.75      0.25      0.5
  1  Sn    0         0         0
  2  O     0.556032  0.056032  0.5
  3  O     0.207222  0.207222  0
  4  O     0.943968  0.443968  0.5
  5  O     0.792778  0.792778  1",119,-2.755973499444444,2.254
779,Ce2Ti2O7,"Full Formula (Ce4 Ti4 O14)
Reduced Formula: Ce2Ti2O7
abc   :   7.328237   7.328362   7.328332
angles:  60.000365  60.000306  60.000890
Sites (22)
  #  SP            a          b         c
---  ----  ---------  ---------  --------
  0  Ce     0.500002  -1e-06     0.499996
  1  Ce     0.499997   0.500005  0.999997
  2  Ce    -4e-06      0.499998  0.500001
  3  Ce     0.499999   0.500007  0.499998
  4  Ti     0.499991  -3e-06     1e-06
  5  Ti     3e-06      0.999993  0.999996
  6  Ti     0.999997   0.500005  1e-06
  7  Ti     3e-06      1e-06     0.499994
  8  O      0.671951   0.07805   0.078047
  9  O      0.921956   0.328042  0.328039
 10  O      0.078039   0.671958  0.078045
 11  O      0.078047   0.078049  0.671963
 12  O      0.375005   0.375004  0.375005
 13  O      0.671958   0.671958  0.078046
 14  O      0.671957   0.078047  0.671953
 15  O      0.328049   0.92195   0.328046
 16  O      0.625001   0.624987  0.624997
 17  O      0.32805    0.328039  0.921956
 18  O      0.92195    0.921952  0.328045
 19  O      0.921954   0.328051  0.921957
 20  O      0.078048   0.671951  0.67196
 21  O      0.328047   0.921958  0.921956",227,-3.6917258660984853,0.0
780,Ce2TiO5,"Full Formula (Ce4 Ti2 O10)
Reduced Formula: Ce2TiO5
abc   :   6.705345   6.705345   7.690896
angles:  67.152718 112.847282 133.055317
Sites (16)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ce    0.335244  0.616784  0.731948
  1  Ce    0.383216  0.664756  0.231948
  2  Ce    0.616784  0.335244  0.768052
  3  Ce    0.664756  0.383216  0.268052
  4  Ti    0         0         0.5
  5  Ti    0         0         0
  6  O     0.012152  0.678945  0.638802
  7  O     0.321055  0.987848  0.138802
  8  O     0.610617  0.75169   0.54086
  9  O     0.152929  0.152929  0.75
 10  O     0.75169   0.610617  0.95914
 11  O     0.24831   0.389383  0.04086
 12  O     0.847071  0.847071  0.25
 13  O     0.389383  0.24831   0.45914
 14  O     0.678945  0.012152  0.861198
 15  O     0.987848  0.321055  0.361198",15,-3.656558202239583,0.0
781,Ce2TiO5,"Full Formula (Ce8 Ti4 O20)
Reduced Formula: Ce2TiO5
abc   :  10.773427  11.542508   3.846744
angles:  90.000000  90.000000  90.000000
Sites (32)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  Ce    0.107822  0.72193   0.25
  1  Ce    0.137562  0.057612  0.25
  2  Ce    0.362438  0.557612  0.75
  3  Ce    0.392178  0.22193   0.75
  4  Ce    0.607822  0.77807   0.25
  5  Ce    0.637562  0.442388  0.25
  6  Ce    0.862438  0.942388  0.75
  7  Ce    0.892178  0.27807   0.75
  8  Ti    0.181358  0.378408  0.25
  9  Ti    0.318642  0.878408  0.75
 10  Ti    0.681358  0.121592  0.25
 11  Ti    0.818642  0.621592  0.75
 12  O     0.008405  0.102549  0.75
 13  O     0.017344  0.338797  0.25
 14  O     0.223896  0.542417  0.25
 15  O     0.235543  0.382412  0.75
 16  O     0.236931  0.728209  0.75
 17  O     0.263069  0.228209  0.25
 18  O     0.264457  0.882412  0.25
 19  O     0.276104  0.042417  0.75
 20  O     0.482656  0.838797  0.75
 21  O     0.491595  0.602549  0.25
 22  O     0.508405  0.397451  0.75
 23  O     0.517344  0.161203  0.25
 24  O     0.723896  0.957583  0.25
 25  O     0.735543  0.117588  0.75
 26  O     0.736931  0.771791  0.75
 27  O     0.763069  0.271791  0.25
 28  O     0.764457  0.617588  0.25
 29  O     0.776104  0.457583  0.75
 30  O     0.982656  0.661203  0.75
 31  O     0.991595  0.897451  0.25",62,-3.7697807041145834,0.0
782,CeTiO3,"Full Formula (Ce1 Ti1 O3)
Reduced Formula: CeTiO3
abc   :   3.942500   3.942664   3.942911
angles:  90.009333  89.993163  89.982756
Sites (5)
  #  SP           a         b          c
---  ----  --------  --------  ---------
  0  Ce    0.999993  1e-06      2.5e-05
  1  Ti    0.499996  0.499998   0.500001
  2  O     4e-06     0.500002   0.499975
  3  O     0.499994  0.999998   0.500008
  4  O     0.500013  0.500001  -9e-06",221,-3.5133697860833344,0.0
783,CeTi2O6,"Full Formula (Ce1 Ti2 O6)
Reduced Formula: CeTi2O6
abc   :   3.783242   5.293530   7.000381
angles: 116.752115  89.528444  69.747556
Sites (9)
  #  SP            a         b         c
---  ----  ---------  --------  --------
  0  Ce    -0         0         0
  1  Ti     0.178458  0.645225  0.388753
  2  Ti     0.821542  0.354775  0.611247
  3  O      0.014092  0.952418  0.307429
  4  O      0.985908  0.047582  0.692571
  5  O      0.353986  0.301816  0.104146
  6  O      0.646014  0.698184  0.895854
  7  O      0.723673  0.557085  0.404121
  8  O      0.276327  0.442915  0.595879",12,-3.6557398989814818,1.8855
784,CeTi2O6,"Full Formula (Ce2 Ti4 O12)
Reduced Formula: CeTi2O6
abc   :   5.184730   6.888038   6.888038
angles:  78.027757  70.951372  70.951372
Sites (18)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ce    0.75      0.80818   0.19182
  1  Ce    0.25      0.19182   0.80818
  2  Ti    0.445702  0.351583  0.190166
  3  Ti    0.054298  0.809834  0.648417
  4  Ti    0.554298  0.648417  0.809834
  5  Ti    0.945702  0.190166  0.351583
  6  O     0.956081  0.885769  0.393644
  7  O     0.543919  0.606356  0.114231
  8  O     0.043919  0.114231  0.606356
  9  O     0.456081  0.393644  0.885769
 10  O     0.540307  0.278496  0.451093
 11  O     0.959693  0.548907  0.721503
 12  O     0.459693  0.721503  0.548907
 13  O     0.040307  0.451093  0.278496
 14  O     0.366371  0.08792   0.187958
 15  O     0.133629  0.812042  0.91208
 16  O     0.633629  0.91208   0.812042
 17  O     0.866371  0.187958  0.08792",15,-3.6119196278703702,1.5329000000000002
785,AlMo(WO4)2,"Full Formula (Al2 Mo2 W4 O16)
Reduced Formula: AlMo(WO4)2
abc   :   5.211670   5.681989   9.263375
angles:  89.952355  91.664579  89.981773
Sites (24)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Al    0.250396  0.661401  0.250202
  1  Al    0.749603  0.338598  0.749798
  2  Mo    0.750533  0.361257  0.249984
  3  Mo    0.249467  0.638742  0.750016
  4  W     0.249131  0.159272  0.501625
  5  W     0.250736  0.159207  0.998536
  6  W     0.750869  0.840728  0.498375
  7  W     0.749264  0.840793  0.001464
  8  O     0.387079  0.385135  0.132639
  9  O     0.114009  0.38626   0.367416
 10  O     0.612921  0.614864  0.867361
 11  O     0.88599   0.613739  0.632584
 12  O     0.418428  0.891481  0.609937
 13  O     0.081215  0.891588  0.890072
 14  O     0.581572  0.108519  0.390063
 15  O     0.918785  0.108412  0.109928
 16  O     0.942436  0.633481  0.139764
 17  O     0.558328  0.632625  0.360516
 18  O     0.057564  0.36652   0.860236
 19  O     0.441672  0.367376  0.639484
 20  O     0.42156   0.876199  0.115464
 21  O     0.57844   0.123802  0.884536
 22  O     0.078536  0.876969  0.384557
 23  O     0.921464  0.123032  0.615443",13,-2.35083028875,1.4976999999999991
786,AlMo(WO4)2,"Full Formula (Al1 Mo1 W2 O8)
Reduced Formula: AlMo(WO4)2
abc   :   5.179157   5.659013   6.443824
angles:  98.753104 124.142432  95.723166
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Al    0.594667  0.785506  0.150969
  1  Mo    0.127505  0.210005  0.09222
  2  W     0.900526  0.398212  0.577597
  3  W     0.368363  0.042684  0.619923
  4  O     0.188539  0.66796   0.848463
  5  O     0.55225   0.516168  0.285674
  6  O     0.178093  0.16452   0.789807
  7  O     0.534515  0.040963  0.344336
  8  O     0.686061  0.933672  0.930685
  9  O     0.02961   0.790752  0.35615
 10  O     0.102531  0.286883  0.407679
 11  O     0.73334   0.341171  0.792593",1,-2.2460574516666667,2.3592
787,TaAl(WO4)2,"Full Formula (Ta1 Al1 W2 O8)
Reduced Formula: TaAl(WO4)2
abc   :   5.223567   5.963863   6.567597
angles: 103.092144 126.972661  92.668111
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ta    0.115053  0.211557  0.07353
  1  Al    0.562237  0.750633  0.201859
  2  W     0.914056  0.391     0.592635
  3  W     0.359582  0.045455  0.589802
  4  O     0.242325  0.675188  0.855739
  5  O     0.500216  0.520958  0.315869
  6  O     0.224592  0.172349  0.831414
  7  O     0.493022  0.043683  0.322026
  8  O     0.756506  0.945061  0.86918
  9  O     0.972566  0.788478  0.338165
 10  O     0.084329  0.273406  0.381706
 11  O     0.771515  0.360729  0.824171",1,-2.4906452975,1.7815999999999996
788,TaAl(WO4)2,"Full Formula (Ta2 Al2 W4 O16)
Reduced Formula: TaAl(WO4)2
abc   :   5.197581   5.625001   9.336384
angles:  90.000000  90.138787  90.000000
Sites (24)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ta    0.75      0.357251  0.25
  1  Ta    0.25      0.642748  0.75
  2  Al    0.25      0.66943   0.25
  3  Al    0.749999  0.330569  0.75
  4  W     0.245001  0.161383  0.49793
  5  W     0.254998  0.161383  0.002071
  6  W     0.754999  0.838617  0.50207
  7  W     0.745002  0.838617  0.997929
  8  O     0.419955  0.402898  0.140151
  9  O     0.080044  0.402898  0.359848
 10  O     0.580045  0.597101  0.859849
 11  O     0.919955  0.597101  0.640152
 12  O     0.398526  0.873453  0.616007
 13  O     0.101474  0.873453  0.883993
 14  O     0.601474  0.126547  0.383993
 15  O     0.898526  0.126547  0.116007
 16  O     0.93179   0.625683  0.143077
 17  O     0.56821   0.625683  0.356923
 18  O     0.06821   0.374318  0.856923
 19  O     0.43179   0.374318  0.643077
 20  O     0.402134  0.885579  0.118922
 21  O     0.597866  0.114422  0.881078
 22  O     0.097867  0.885579  0.381079
 23  O     0.902133  0.114422  0.618921",13,-2.658954048333333,1.8681999999999999
789,AlSb(WO4)2,"Full Formula (Al1 Sb1 W2 O8)
Reduced Formula: AlSb(WO4)2
abc   :   5.079667   5.390122   6.841972
angles: 117.286124 119.551571  82.109087
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Al    0.628976  0.770438  0.055924
  1  Sb    0.149468  0.30123   0.152049
  2  W     0.89643   0.400126  0.631571
  3  W     0.404803  0.988012  0.574934
  4  O     0.216848  0.67374   0.89588
  5  O     0.559769  0.597651  0.438732
  6  O     0.141441  0.118414  0.733633
  7  O     0.572554  0.049581  0.344091
  8  O     0.652536  0.928924  0.881579
  9  O     0.012027  0.713272  0.268624
 10  O     0.100635  0.255722  0.417136
 11  O     0.660512  0.381391  0.801944",1,-2.165126397916667,1.6134000000000004
790,AlSb(WO4)2,"Full Formula (Al2 Sb2 W4 O16)
Reduced Formula: AlSb(WO4)2
abc   :   5.198103   5.627521   9.329626
angles:  89.995446  89.916323  89.993113
Sites (24)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Al    0.249955  0.666123  0.250049
  1  Al    0.750044  0.333876  0.749951
  2  Sb    0.749788  0.361566  0.250052
  3  Sb    0.250212  0.638433  0.749948
  4  W     0.243493  0.158129  0.498447
  5  W     0.257102  0.158019  0.001665
  6  W     0.756507  0.841871  0.501553
  7  W     0.742898  0.841981  0.998335
  8  O     0.416436  0.400303  0.140285
  9  O     0.083784  0.400575  0.359482
 10  O     0.583564  0.599696  0.859715
 11  O     0.916215  0.599424  0.640518
 12  O     0.406445  0.879273  0.618497
 13  O     0.093596  0.879554  0.881604
 14  O     0.593555  0.120727  0.381503
 15  O     0.906404  0.120446  0.118396
 16  O     0.932628  0.621013  0.139707
 17  O     0.567446  0.621159  0.36006
 18  O     0.067372  0.378988  0.860293
 19  O     0.432554  0.378842  0.63994
 20  O     0.406148  0.884322  0.121775
 21  O     0.593852  0.115679  0.878225
 22  O     0.093373  0.88444   0.378014
 23  O     0.906627  0.115561  0.621986",13,-2.2599130420833333,1.5773000000000001
791,AlSn(WO4)2,"Full Formula (Al2 Sn2 W4 O16)
Reduced Formula: AlSn(WO4)2
abc   :   5.177799   5.664252   9.343627
angles:  89.999588  91.167247  90.001461
Sites (24)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Al    0.250017  0.666359  0.249996
  1  Al    0.749982  0.33364   0.750004
  2  Sn    0.750015  0.364669  0.250008
  3  Sn    0.249985  0.63533   0.749992
  4  W     0.253383  0.153398  0.499428
  5  W     0.24662   0.153399  0.000575
  6  W     0.746617  0.846602  0.500572
  7  W     0.75338   0.846601  0.999425
  8  O     0.397762  0.391868  0.133152
  9  O     0.102281  0.391887  0.366847
 10  O     0.602238  0.608131  0.866848
 11  O     0.897718  0.608112  0.633153
 12  O     0.409076  0.878348  0.616648
 13  O     0.090914  0.878356  0.883339
 14  O     0.590924  0.121652  0.383352
 15  O     0.909086  0.121644  0.116661
 16  O     0.938879  0.63325   0.141745
 17  O     0.561156  0.633256  0.358242
 18  O     0.061121  0.366751  0.858255
 19  O     0.438844  0.366745  0.641758
 20  O     0.414761  0.880251  0.11675
 21  O     0.585239  0.11975   0.88325
 22  O     0.08524   0.880247  0.383245
 23  O     0.91476   0.119754  0.616755",13,-2.287710893749999,0.16970000000000063
792,AlSn(WO4)2,"Full Formula (Al1 Sn1 W2 O8)
Reduced Formula: AlSn(WO4)2
abc   :   4.971054   5.461037   7.139496
angles: 113.642833 121.145993  84.803075
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Al    0.634383  0.847864  0.102194
  1  Sn    0.096768  0.272359  0.106783
  2  W     0.891035  0.395704  0.615891
  3  W     0.375643  0.977293  0.563053
  4  O     0.247181  0.638619  0.889639
  5  O     0.622125  0.632045  0.502743
  6  O     0.147746  0.105063  0.720619
  7  O     0.553276  0.045021  0.345609
  8  O     0.668966  0.960645  0.909235
  9  O     0.999664  0.719074  0.26061
 10  O     0.063624  0.250099  0.410523
 11  O     0.695586  0.334712  0.769196",1,-2.181600971249999,1.1757
